vehicle_count,queue_length,traffic_density,avg_speed,waiting_time,green_signal_ratio,monsoon_active,peak_hour,congestion_delay_sec
341,239.85,32.98,6.85,400.34,0.6041,0,0,138.305
590,1000.0,412.54,17.21,498.33,0.3516,0,1,399.259
590,258.64,450.49,11.59,187.09,0.3883,1,1,301.834
404,165.43,354.03,17.2,466.17,0.7758,1,0,251.589
347,179.81,132.48,42.09,268.54,0.8041,0,0,102.63
424,838.19,277.28,21.75,350.34,0.4033,1,0,260.575
463,933.46,297.02,6.61,439.19,0.3199,0,1,358.209
195,598.32,194.27,7.93,290.2,0.7162,0,0,166.101
226,312.73,20.12,52.3,367.49,0.239,0,0,84.526
219,755.0,30.92,47.31,363.63,0.8314,0,0,87.963
173,364.61,65.62,28.24,109.22,0.2079,0,0,51.189
224,222.85,306.28,22.07,161.44,0.5377,1,0,134.433
197,606.88,256.4,10.73,137.36,0.7282,0,0,114.962
69,673.79,237.8,12.39,330.09,0.8226,1,0,207.621
392,510.15,63.27,52.09,246.05,0.6704,0,0,53.177
407,506.79,313.42,7.42,163.55,0.5675,1,0,238.613
187,868.7,59.85,7.53,52.31,0.6628,1,0,134.013
468,107.14,375.37,22.62,442.33,0.7738,1,0,217.308
445,413.61,131.24,51.74,58.47,0.2185,0,0,52.933
441,491.5,303.18,17.77,233.49,0.6044,1,0,213.572
56,1000.0,83.31,26.16,469.94,0.56,0,1,225.226
292,434.75,159.24,34.89,495.18,0.645,0,1,218.508
372,395.71,218.1,34.55,175.49,0.356,0,1,142.408
381,274.95,154.18,31.85,465.27,0.8408,0,0,148.535
550,986.42,75.33,7.76,262.7,0.481,1,1,312.796
332,217.67,172.43,35.03,392.11,0.4536,0,0,108.147
385,589.63,29.88,57.41,257.31,0.9119,0,0,45.318
496,315.99,289.49,43.49,339.96,0.2493,0,0,186.662
289,347.39,123.21,58.78,266.28,0.7739,0,0,55.056
443,502.08,147.4,34.65,566.23,0.5649,0,0,215.502
442,319.35,177.78,5.93,237.91,0.6119,0,0,174.491
183,766.83,299.1,19.65,125.19,0.7808,1,0,143.969
419,510.25,28.71,54.41,243.16,0.8425,0,0,86.362
76,814.38,296.88,5.0,308.75,0.8638,1,0,264.565
90,426.13,283.45,37.43,68.52,0.5362,0,0,33.108
800,631.09,207.91,15.56,600.0,0.5376,0,1,334.923
218,291.1,18.64,16.34,141.89,0.7297,1,0,87.788
356,956.87,168.68,13.1,600.0,0.3355,1,1,370.559
451,687.55,281.61,26.77,252.53,0.4291,0,0,169.902
331,257.05,71.24,30.76,600.0,0.6019,0,1,215.639
224,378.96,20.02,12.82,600.0,0.4169,0,1,220.063
53,583.56,294.13,45.38,71.16,0.3612,0,0,49.609
276,463.49,265.92,10.06,285.59,0.8315,0,0,155.65
117,700.52,154.99,21.79,176.0,0.5208,0,0,112.415
51,96.87,15.88,8.82,132.38,0.819,1,0,45.597
387,737.07,193.29,16.18,404.17,0.3256,0,0,215.783
190,599.31,254.52,35.68,118.17,0.8023,0,0,78.035
299,654.17,94.08,22.67,361.69,0.4736,0,0,132.474
73,333.58,59.58,7.88,258.88,0.4195,0,0,83.182
444,696.29,500.0,19.47,600.0,0.348,1,1,400.0
347,81.75,312.99,25.35,586.56,0.6508,1,0,242.579
221,940.7,171.81,40.27,36.44,0.4275,1,0,135.318
179,234.04,341.14,32.86,529.58,0.6201,1,0,204.622
272,366.26,276.67,22.4,207.12,0.4054,0,1,178.054
117,627.77,500.0,10.98,504.95,0.4788,1,1,348.473
129,1000.0,55.26,35.11,600.0,0.3173,0,1,239.269
257,268.41,129.37,28.46,196.6,0.3902,0,0,56.116
90,369.24,218.78,37.32,472.64,0.6802,0,0,118.976
126,608.51,128.49,24.09,153.95,0.5798,0,0,96.15
156,1000.0,164.58,11.68,600.0,0.2317,0,1,291.236
390,602.42,196.0,48.71,298.51,0.6328,0,0,114.65
228,424.14,188.13,17.77,149.68,0.3877,0,0,105.024
291,50.44,94.43,13.15,56.47,0.4488,0,0,51.585
278,171.82,130.52,44.64,393.73,0.7683,0,0,90.798
326,398.96,330.73,33.01,600.0,0.2648,0,1,243.05
168,331.93,205.73,58.28,427.01,0.5186,0,0,85.428
190,302.64,142.48,39.15,306.93,0.2675,0,0,115.772
279,436.3,81.64,25.9,274.96,0.4966,0,0,116.956
191,349.42,45.1,34.45,404.47,0.8287,0,0,70.098
80,589.16,239.43,14.09,52.36,0.575,0,0,83.93
427,86.41,235.96,17.74,167.56,0.8402,0,0,124.202
604,1000.0,292.76,33.39,301.4,0.4359,0,1,271.474
52,660.83,186.07,50.6,445.27,0.2331,0,0,127.78
471,287.04,48.03,18.9,287.95,0.5365,0,0,100.832
104,362.26,140.73,27.18,60.3,0.3544,0,0,33.997
67,830.29,151.83,55.08,571.07,0.5133,0,0,177.253
102,759.26,149.33,26.44,244.88,0.3672,0,0,153.722
454,320.46,75.95,24.69,70.92,0.2877,0,0,94.365
117,99.28,42.82,16.7,262.05,0.3513,0,0,71.809
371,781.95,290.51,27.67,600.0,0.4796,0,0,268.508
333,556.97,183.64,24.51,490.77,0.7818,0,0,174.903
435,1000.0,418.68,27.95,600.0,0.5724,0,1,352.96
181,358.36,280.09,15.91,470.13,0.2304,1,0,211.903
64,910.01,344.01,18.83,315.76,0.7432,1,0,245.17
387,446.21,69.6,23.77,496.44,0.2279,0,0,188.033
199,395.29,37.67,21.19,497.06,0.2437,0,0,153.059
289,573.06,178.43,17.95,231.36,0.6967,0,0,112.317
45,473.17,223.85,19.86,283.82,0.4825,1,0,166.18
656,625.56,57.21,17.45,272.18,0.3319,0,1,210.189
339,557.83,201.22,7.56,389.48,0.4501,0,0,216.418
472,998.96,88.15,36.17,196.75,0.4144,0,1,183.092
252,792.65,39.48,24.67,277.65,0.649,0,0,137.671
297,893.89,409.27,29.79,600.0,0.5075,0,1,292.97
190,283.48,164.22,51.57,276.64,0.2733,0,0,78.88
87,478.03,155.97,5.0,111.62,0.236,0,1,152.133
351,630.99,48.92,7.97,40.0,0.5269,1,0,132.875
43,199.83,332.66,10.62,530.15,0.8145,1,0,221.713
21,488.73,286.92,51.73,420.81,0.7025,0,0,138.493
36,318.54,81.5,36.26,452.51,0.3163,0,0,87.602
122,314.75,126.52,23.32,247.91,0.4064,0,0,67.554
483,323.39,291.05,5.0,498.61,0.3441,0,1,295.854
370,417.27,45.13,6.78,365.81,0.7758,0,0,160.171
236,72.37,176.71,36.22,458.54,0.8693,0,0,115.852
321,907.01,104.9,27.29,572.53,0.199,0,1,291.905
320,258.73,71.51,25.6,201.85,0.5283,0,0,101.762
321,729.91,189.55,19.51,356.08,0.4684,0,0,182.755
432,446.93,106.18,49.83,442.88,0.4185,0,0,156.124
420,665.3,170.6,48.85,61.1,0.5279,0,0,88.255
408,737.12,87.29,26.33,304.9,0.6866,0,0,159.65
420,952.77,200.1,29.03,224.32,0.5987,1,0,205.048
434,749.34,287.29,54.41,536.96,0.5188,0,0,214.351
307,214.75,160.4,24.62,249.0,0.68,0,0,95.222
310,262.57,159.07,14.39,397.55,0.4773,0,0,172.956
558,1000.0,215.6,16.2,485.27,0.4933,0,1,296.763
121,445.37,275.78,8.75,505.42,0.3081,0,0,227.377
199,492.44,204.71,6.73,542.09,0.4329,0,0,213.963
468,569.35,17.39,50.72,82.59,0.5773,0,0,57.066
261,139.94,44.92,54.72,43.93,0.8501,0,0,15.0
73,440.33,367.13,16.57,600.0,0.1574,1,1,329.797
361,917.22,353.51,29.05,600.0,0.5357,0,1,341.904
92,542.8,40.58,52.49,353.75,0.5206,0,0,31.694
192,950.16,203.43,26.06,270.29,0.7449,1,0,184.851
268,582.19,204.65,54.78,451.52,0.2831,0,0,156.72
265,219.55,124.93,52.73,431.72,0.5902,0,0,91.703
261,154.99,262.42,13.48,259.21,0.4929,1,0,142.651
30,318.36,117.25,60.89,207.55,0.4364,0,0,18.029
234,315.55,177.15,54.59,580.95,0.2204,0,0,138.952
36,656.65,215.24,21.18,267.93,0.5857,0,0,144.913
228,518.24,293.52,36.59,148.93,0.4311,0,0,98.927
347,911.4,246.33,10.37,550.57,0.8129,1,0,312.39
81,416.54,119.39,26.37,423.91,0.7504,0,0,134.916
700,501.83,345.06,25.48,600.0,0.1866,0,1,323.783
330,590.89,315.36,5.0,488.84,0.4353,1,0,299.723
129,201.94,129.69,40.63,162.98,0.3969,0,0,34.444
209,126.51,157.2,22.2,357.18,0.6996,1,0,152.518
71,428.22,56.46,12.05,177.98,0.5807,0,0,56.107
29,351.65,210.66,41.72,514.14,0.4654,0,0,107.688
777,136.27,214.6,33.16,185.15,0.2777,0,1,176.28
366,618.64,51.63,5.0,165.3,0.4856,0,0,127.053
402,687.32,209.87,17.64,160.3,0.3893,1,0,190.208
338,102.39,282.97,11.18,284.01,0.3454,0,0,149.763
434,586.83,24.16,16.99,104.19,0.7398,0,0,101.502
439,115.27,156.14,32.33,335.86,0.8883,0,0,108.45
45,424.51,264.58,19.77,465.68,0.7516,0,0,167.545
108,720.33,383.63,26.05,35.51,0.2318,1,0,165.718
199,556.44,139.88,12.15,538.36,0.8402,1,0,237.431
174,799.7,74.5,30.6,479.65,0.5427,1,0,201.034
252,502.27,181.44,10.0,55.12,0.3749,1,0,145.147
246,531.79,200.75,20.12,117.66,0.5365,1,1,193.459
624,742.22,218.41,16.77,600.0,0.1593,0,1,333.156
24,303.6,192.39,7.46,208.68,0.2156,0,0,84.006
412,175.31,231.8,9.66,312.72,0.7427,0,0,163.078
215,398.31,191.4,36.22,381.37,0.3207,0,0,126.091
24,193.37,278.15,56.98,377.4,0.5044,0,0,88.285
707,678.01,358.4,18.67,600.0,0.4269,0,1,343.436
239,518.41,165.97,27.67,540.51,0.8559,0,0,168.751
346,681.96,47.56,50.0,402.97,0.4475,0,0,136.867
408,737.25,262.31,16.33,94.54,0.4002,0,0,153.058
60,939.55,343.26,26.32,183.92,0.411,0,1,199.11
154,736.76,111.07,17.34,388.88,0.5125,0,0,174.293
78,470.74,77.12,54.3,455.57,0.5774,0,0,89.771
72,574.25,197.06,53.07,449.32,0.8457,0,0,112.105
805,1000.0,53.21,9.54,579.85,0.545,0,1,338.971
435,711.32,237.07,12.15,374.81,0.8308,0,0,213.705
202,809.38,98.63,30.9,568.84,0.489,1,0,252.28
376,936.98,247.91,26.0,226.4,0.73,1,0,223.217
469,384.92,102.91,37.48,162.27,0.8909,0,0,67.351
201,1000.0,276.53,11.91,600.0,0.1867,1,1,400.0
25,373.54,246.44,12.01,591.09,0.5249,0,0,225.315
444,147.85,130.35,26.66,36.42,0.59,1,0,88.641
361,172.18,20.83,14.19,265.71,0.6185,0,0,75.33
91,664.41,39.04,23.52,417.48,0.5499,1,0,163.628
264,60.16,33.37,22.57,140.05,0.7633,0,0,24.131
94,175.61,151.73,23.11,50.11,0.3545,0,0,31.754
311,481.49,42.78,32.79,50.05,0.8477,1,0,95.37
571,1000.0,271.82,11.05,593.99,0.5678,1,1,400.0
157,169.05,209.95,32.19,149.02,0.387,0,0,62.605
365,459.29,275.73,55.67,187.52,0.2333,0,0,64.206
230,549.84,68.77,36.88,41.27,0.7116,0,0,15.0
364,581.08,250.0,46.15,416.13,0.2108,0,0,160.708
304,553.57,289.43,54.38,532.33,0.5635,0,0,205.432
218,331.45,232.89,28.83,450.49,0.6026,1,0,180.584
156,805.76,226.99,12.2,101.68,0.9072,0,0,93.817
110,754.96,144.29,11.0,591.43,0.4085,0,0,257.817
400,461.27,39.8,18.24,600.0,0.7131,1,0,232.827
321,75.19,296.22,8.79,178.98,0.9061,0,0,109.181
154,477.65,284.17,20.95,559.08,0.5098,0,0,217.999
504,914.42,128.59,11.14,304.28,0.271,1,0,271.803
398,869.88,82.78,5.0,53.63,0.2936,1,0,158.73
126,1000.0,55.0,10.9,600.0,0.3575,1,1,290.853
94,1000.0,194.82,11.33,323.71,0.4346,1,0,258.054
303,836.55,386.22,6.83,523.57,0.4225,1,0,348.216
105,314.32,34.11,25.67,397.7,0.4045,0,1,133.315
497,111.23,234.54,33.45,441.17,0.5925,1,0,230.463
534,292.43,405.61,22.71,600.0,0.2873,0,1,339.656
51,194.09,128.11,57.38,51.1,0.5104,0,0,15.0
243,91.21,198.16,14.66,435.84,0.6448,0,0,136.463
120,417.52,143.85,50.32,280.88,0.6047,0,0,71.672
238,857.08,39.28,18.49,135.22,0.7322,1,0,119.801
227,130.63,303.5,11.62,447.76,0.3018,1,1,269.875
403,946.16,45.04,27.89,557.28,0.4431,1,0,276.578
388,773.84,209.44,44.9,447.99,0.5756,0,0,171.978
460,164.72,104.11,8.73,406.97,0.8581,0,0,198.835
175,119.16,357.14,14.64,135.48,0.4585,0,1,145.379
198,440.1,175.27,47.45,418.66,0.3885,0,0,118.399
413,697.19,265.41,36.18,476.42,0.2353,0,0,250.295
213,641.07,233.42,23.27,561.47,0.5728,0,0,221.179
198,81.94,225.97,7.13,514.58,0.8622,0,0,166.071
459,722.64,128.72,5.0,73.65,0.6746,1,0,174.713
402,679.9,133.9,27.57,557.36,0.515,0,0,234.898
437,272.07,228.18,33.85,455.73,0.248,0,0,206.152
224,749.31,264.84,10.89,29.56,0.2733,1,0,175.137
301,412.38,199.02,45.35,416.66,0.7266,0,0,137.138
232,200.12,11.9,47.95,190.46,0.4105,0,0,15.0
234,1000.0,18.28,9.92,376.65,0.3956,1,0,219.074
85,223.16,27.34,16.1,185.33,0.3752,0,0,59.334
667,1000.0,27.48,32.41,600.0,0.5954,0,1,309.453
206,817.69,322.95,37.74,135.67,0.4149,1,0,169.3
287,306.74,201.87,37.55,490.71,0.3198,1,0,202.471
398,789.69,213.13,29.77,67.85,0.4622,1,0,162.059
597,161.31,68.67,21.05,69.69,0.5055,1,1,141.0
121,209.16,217.71,13.43,111.71,0.4941,0,0,82.856
338,261.9,36.44,13.63,242.95,0.7531,0,0,95.162
268,738.27,75.91,6.78,397.73,0.6704,0,0,190.864
143,786.29,230.9,36.36,320.5,0.4365,0,0,134.396
65,480.58,296.41,9.63,500.64,0.6166,0,1,257.984
303,395.99,34.55,37.85,545.19,0.2632,0,0,147.809
590,1000.0,49.06,5.0,565.91,0.5627,0,1,316.137
448,763.01,155.25,22.83,297.49,0.5345,1,0,205.961
310,175.48,283.05,31.75,478.06,0.3028,0,1,202.562
209,327.5,78.95,46.11,594.61,0.4902,0,0,142.669
93,386.12,182.51,25.74,158.9,0.599,0,0,64.57
496,262.99,105.54,8.61,118.2,0.4026,0,0,101.616
456,573.54,235.87,12.69,324.87,0.6467,1,0,261.071
484,580.45,231.72,35.01,449.25,0.562,0,0,216.255
258,794.68,345.63,13.34,41.47,0.7726,1,0,196.301
189,523.68,100.71,30.03,600.0,0.2397,0,1,244.084
272,587.12,33.09,53.51,200.3,0.4334,0,0,53.153
191,474.33,46.19,15.78,369.28,0.5498,0,0,131.341
182,614.1,58.36,5.37,130.44,0.7298,0,0,91.604
59,192.44,130.73,5.97,528.53,0.453,1,0,172.541
59,379.68,19.56,49.9,222.32,0.4265,0,0,35.189
195,357.26,252.73,8.09,135.99,0.8565,0,0,100.746
721,581.25,409.2,27.32,75.62,0.2037,0,1,232.881
357,863.52,278.72,16.63,215.85,0.7345,1,0,218.099
588,1000.0,219.45,11.38,418.28,0.5914,1,1,355.582
131,363.12,210.08,42.8,52.12,0.3907,0,0,72.092
387,427.07,173.22,21.74,338.06,0.5259,0,0,120.788
223,535.31,196.95,51.87,272.18,0.5539,0,0,110.216
45,553.26,36.95,10.46,303.59,0.7354,0,0,129.975
219,658.7,254.39,42.04,100.43,0.7911,0,0,51.149
82,668.04,106.19,55.28,247.59,0.4776,0,0,55.029
397,790.95,121.4,8.78,600.0,0.4241,1,0,318.318
457,170.86,132.77,36.78,244.51,0.4249,0,0,91.633
167,673.04,81.92,39.29,497.1,0.3229,0,0,148.387
307,451.09,366.88,7.61,98.71,0.2325,1,0,217.639
200,791.2,240.17,22.09,94.51,0.7946,1,0,115.56
96,794.31,274.86,20.02,600.0,0.4335,0,0,259.4
357,361.49,388.22,28.01,375.65,0.2157,1,0,252.911
365,270.86,184.69,37.58,411.04,0.3034,0,0,165.745
598,435.84,500.0,11.5,489.33,0.6332,1,1,386.78
94,1000.0,349.49,28.64,492.39,0.2369,1,0,300.835
248,501.57,74.44,27.82,556.04,0.6818,1,0,210.073
33,633.28,90.63,17.74,70.96,0.7783,0,0,20.703
60,92.35,131.47,6.31,137.16,0.7352,0,0,37.452
61,191.6,194.8,17.78,527.14,0.4504,0,0,153.418
45,134.07,282.4,33.78,77.14,0.6565,1,0,63.361
299,1000.0,175.01,16.14,428.96,0.2897,0,1,261.322
179,134.59,244.82,15.87,72.61,0.4766,0,0,55.835
332,705.21,186.93,25.41,275.67,0.7954,0,0,159.497
165,533.66,125.57,25.6,304.64,0.6286,0,0,118.102
143,1000.0,299.9,18.07,212.15,0.3897,0,1,208.587
449,375.48,277.2,31.67,82.53,0.6652,0,0,109.44
689,849.22,170.38,13.49,490.55,0.5597,0,1,319.15
85,75.14,125.39,21.8,308.99,0.86,0,0,41.875
188,567.45,290.87,31.44,456.5,0.7733,1,0,220.584
95,481.62,141.43,43.78,439.02,0.5351,0,0,126.421
493,125.6,63.06,41.38,72.91,0.3535,0,0,26.297
180,1000.0,339.55,10.67,300.62,0.538,1,0,280.166
111,98.71,106.59,33.95,600.0,0.3907,0,1,158.051
366,263.94,77.39,9.42,373.84,0.6469,0,0,133.587
387,477.97,268.39,43.22,536.42,0.6064,0,0,204.984
130,425.27,182.29,47.35,600.0,0.3415,0,0,188.444
174,240.92,143.25,21.02,202.97,0.7551,0,0,77.823
370,1000.0,186.99,5.48,169.51,0.3708,0,1,235.058
243,334.24,89.01,26.95,131.22,0.5361,0,1,100.902
151,464.97,31.9,33.61,106.63,0.2186,0,0,39.329
377,127.4,293.89,59.77,408.76,0.7515,0,0,132.699
615,175.89,34.82,28.25,164.26,0.4452,0,1,127.567
356,600.56,33.39,33.63,600.0,0.5086,1,0,215.014
334,695.58,241.46,40.79,374.18,0.2951,0,0,179.438
283,424.29,286.42,31.35,550.74,0.8387,0,0,197.631
180,258.71,203.34,59.23,378.94,0.2311,0,0,68.523
630,158.72,155.9,18.18,235.8,0.2041,1,1,229.501
78,988.66,122.98,5.0,130.85,0.821,1,0,208.498
89,213.0,304.69,39.27,436.74,0.6616,0,0,118.275
83,654.32,297.07,9.25,28.03,0.8185,1,0,103.274
342,58.37,258.53,59.16,515.82,0.8795,0,0,117.035
297,119.76,133.97,39.37,47.33,0.4195,0,0,57.32
400,342.38,364.73,18.02,600.0,0.5544,0,1,278.721
265,191.24,378.56,37.73,242.55,0.2223,1,0,184.308
397,456.79,117.17,23.46,372.56,0.8492,0,0,135.969
133,652.15,153.81,17.57,600.0,0.4859,0,1,255.251
200,685.43,23.72,24.88,88.31,0.8732,0,0,48.817
397,138.93,227.77,12.62,523.84,0.6239,0,0,185.335
356,370.59,78.25,13.46,367.14,0.6292,0,0,131.013
219,347.29,80.52,37.79,266.09,0.8407,0,0,82.025
192,419.23,300.37,5.48,600.0,0.2938,0,1,319.887
472,116.95,237.82,56.68,473.98,0.4431,0,0,152.085
220,54.85,137.21,22.75,115.48,0.7685,0,0,21.121
446,68.58,302.14,22.05,79.83,0.8669,0,0,80.401
405,358.18,52.59,12.47,599.25,0.6532,0,0,200.436
463,92.04,165.76,24.37,378.26,0.506,0,0,150.751
26,356.48,195.63,42.15,309.45,0.2706,0,0,85.722
268,369.2,180.5,57.1,72.18,0.6212,0,0,18.399
137,570.74,252.6,10.36,328.31,0.7758,1,0,198.927
259,488.1,391.43,5.81,289.73,0.2069,1,1,301.018
249,768.6,384.37,7.51,239.44,0.3011,0,1,294.554
217,335.3,234.12,38.74,252.06,0.2673,0,0,132.625
230,852.83,305.0,11.14,48.04,0.4298,0,0,165.385
304,83.92,279.16,9.48,348.04,0.5922,0,0,157.611
168,83.69,155.91,44.74,393.12,0.294,0,0,79.128
236,1000.0,311.48,29.76,600.0,0.3966,0,1,307.982
303,443.1,199.89,12.33,75.37,0.1582,0,1,149.764
351,266.64,240.03,23.51,123.42,0.8023,1,0,142.531
33,1000.0,18.96,25.49,600.0,0.4976,0,1,224.302
391,582.28,145.78,5.23,338.57,0.6256,1,0,222.936
186,478.6,267.12,39.07,36.31,0.8118,0,0,48.036
284,54.05,212.74,19.62,411.01,0.2929,0,0,163.036
377,258.65,14.99,27.49,274.16,0.8706,0,0,88.534
281,263.62,150.14,24.06,177.67,0.2222,0,0,97.638
547,1000.0,182.27,28.53,600.0,0.3661,0,1,325.466
459,485.81,315.61,20.55,237.01,0.1956,1,0,217.989
33,723.52,55.33,30.31,300.67,0.8296,1,0,123.982
316,1000.0,280.16,14.4,600.0,0.409,0,1,335.122
446,842.4,222.5,36.05,117.1,0.3753,0,0,129.501
449,144.72,195.75,52.2,337.29,0.5042,0,0,98.285
313,637.57,108.34,18.8,87.3,0.8754,1,0,122.131
133,603.35,246.72,36.7,600.0,0.3739,0,0,214.461
171,595.97,226.86,44.66,223.79,0.4353,0,0,102.566
408,738.67,105.57,55.67,539.33,0.2014,0,0,189.368
340,795.22,119.49,26.77,239.81,0.3712,1,0,191.916
159,563.95,217.21,36.6,492.5,0.8386,0,0,143.817
138,229.23,220.47,19.53,600.0,0.3961,1,1,236.571
394,467.74,109.45,56.51,164.32,0.2705,0,0,49.978
310,658.66,185.45,35.1,371.36,0.8068,1,0,201.54
729,1000.0,217.82,7.54,287.44,0.5848,0,1,339.034
368,936.32,395.95,26.76,65.04,0.6486,0,1,199.003
191,530.73,362.92,14.16,187.15,0.2312,1,0,214.834
155,420.52,220.67,27.42,414.71,0.4969,0,0,128.871
253,797.12,33.24,43.43,140.08,0.8482,0,0,36.746
173,316.14,113.52,12.21,364.16,0.2945,0,0,136.76
58,598.21,66.69,40.74,472.88,0.4445,0,0,146.138
164,731.24,267.26,12.85,205.37,0.8736,1,0,190.954
204,696.72,255.7,30.14,152.86,0.2082,0,1,139.866
682,671.99,410.52,16.48,600.0,0.5209,0,1,368.362
143,430.9,130.53,8.23,104.38,0.8235,0,0,53.24
359,1000.0,58.26,21.76,57.62,0.477,0,1,150.322
350,151.05,181.42,48.51,101.3,0.7804,0,0,16.99
90,959.42,149.82,23.38,172.62,0.7255,1,0,169.827
270,673.55,58.23,48.61,384.97,0.7747,0,0,97.852
422,322.78,116.53,52.16,224.27,0.6659,0,0,58.055
293,55.4,79.28,7.15,520.4,0.2378,0,0,193.926
253,132.92,62.89,5.01,479.34,0.4904,0,0,131.633
405,235.78,183.59,11.54,600.0,0.8027,1,0,274.082
501,170.23,330.79,11.96,428.37,0.3332,1,0,247.504
436,130.98,288.08,36.21,43.61,0.3973,0,0,56.339
202,826.92,81.2,18.84,119.5,0.5858,0,0,111.531
292,522.3,139.23,25.41,197.86,0.4802,0,0,110.015
269,709.73,241.72,29.2,437.35,0.7575,0,0,173.991
170,444.09,275.8,40.14,385.64,0.8574,0,0,122.526
233,533.34,243.36,62.84,149.39,0.2687,0,0,46.659
398,923.08,194.79,28.51,429.81,0.2122,1,0,247.79
166,247.62,264.37,18.48,180.21,0.7261,0,0,96.116
413,530.22,215.74,22.36,398.41,0.2451,0,0,189.557
751,1000.0,83.03,5.0,360.98,0.2863,1,1,371.457
161,1000.0,43.72,17.52,149.16,0.4399,1,0,140.733
131,1000.0,500.0,13.98,514.83,0.3039,1,1,379.623
499,1000.0,332.72,37.89,596.8,0.6421,1,0,329.72
96,442.98,136.6,19.52,384.21,0.3752,0,0,127.336
370,329.34,248.82,11.05,248.22,0.6196,1,0,185.786
37,257.27,99.69,6.3,339.14,0.6941,0,0,88.381
135,531.29,275.07,24.15,264.45,0.2081,1,0,187.118
135,360.98,173.06,38.18,46.67,0.4795,1,0,65.263
170,75.39,104.51,24.95,398.6,0.2473,0,0,124.661
759,332.53,276.22,11.83,240.3,0.567,1,1,310.088
108,705.82,151.21,8.22,320.45,0.244,0,0,161.151
100,654.95,272.31,39.27,65.88,0.7767,0,0,61.373
355,998.27,352.99,10.8,467.05,0.7956,1,0,372.082
462,609.17,81.62,5.0,37.09,0.561,1,0,128.15
205,811.41,87.0,43.43,222.22,0.8341,0,0,107.878
585,728.43,137.87,7.25,401.13,0.3515,0,1,292.501
33,419.06,13.45,11.26,440.38,0.4004,0,0,98.541
388,424.69,151.83,17.59,600.0,0.269,0,0,224.072
374,247.16,149.14,12.95,144.67,0.7374,0,0,121.26
472,516.33,49.09,41.61,107.86,0.5157,0,0,75.639
351,382.26,280.04,20.59,407.31,0.9011,0,0,168.735
486,813.83,234.12,42.21,151.72,0.7804,0,0,118.354
219,175.79,58.47,34.49,43.88,0.5325,0,0,15.0
580,201.45,324.42,15.67,288.49,0.3731,0,1,229.806
386,297.46,113.88,14.45,154.04,0.3715,0,0,120.333
142,222.46,184.08,41.37,319.62,0.2952,0,0,99.085
466,828.23,143.7,33.84,291.97,0.3681,0,0,172.089
386,488.59,49.6,47.3,215.12,0.5729,0,0,80.099
449,441.16,197.27,20.2,186.53,0.2861,1,0,179.064
197,549.26,267.74,50.68,191.94,0.838,0,0,88.977
708,702.78,330.47,21.71,600.0,0.6854,0,1,325.582
164,198.99,179.36,53.39,310.9,0.381,0,0,51.413
821,619.55,391.65,22.39,600.0,0.4956,0,1,362.168
31,260.54,250.85,57.75,600.0,0.4658,0,0,115.376
295,499.61,269.01,48.54,330.72,0.5477,0,0,158.394
116,1000.0,59.11,12.01,600.0,0.5277,0,1,257.717
540,637.65,90.78,16.86,228.49,0.4879,1,1,231.807
199,535.9,256.15,12.76,198.06,0.6389,0,0,151.095
666,1000.0,456.45,33.39,600.0,0.2308,0,1,383.754
729,636.39,274.73,13.36,287.12,0.264,0,1,260.487
335,1000.0,500.0,11.22,600.0,0.6214,1,1,400.0
415,324.68,204.61,5.77,517.26,0.9218,0,0,208.695
356,346.35,36.96,50.8,600.0,0.6009,0,0,152.068
222,398.21,278.65,55.08,320.68,0.3316,0,0,100.344
173,373.9,340.87,19.18,479.93,0.5551,1,0,236.357
191,792.04,232.97,9.75,600.0,0.3931,0,1,307.785
79,1000.0,417.98,16.92,431.2,0.4982,1,1,331.593
263,332.22,111.14,20.02,247.27,0.411,0,0,129.273
456,1000.0,275.78,32.48,600.0,0.6379,0,1,325.113
374,373.87,186.45,13.46,395.08,0.6465,0,1,213.872
812,670.44,237.65,22.61,600.0,0.641,0,1,356.86
28,491.59,200.31,7.98,97.14,0.89,0,0,84.532
443,450.09,26.2,60.9,435.38,0.3073,0,0,85.137
689,1000.0,69.28,14.62,517.18,0.2883,1,1,378.052
383,394.98,47.49,39.84,81.71,0.7717,1,0,60.192
290,343.02,188.35,20.09,518.55,0.5447,0,0,189.264
110,486.7,124.0,34.82,345.3,0.8522,0,0,79.823
671,914.1,217.16,5.0,600.0,0.2168,0,1,400.0
395,656.46,164.73,45.09,106.88,0.4128,0,0,77.993
440,695.38,21.26,14.78,121.81,0.6413,0,0,106.871
131,57.47,230.46,30.65,569.12,0.4657,0,0,166.518
292,632.31,205.76,40.65,286.01,0.4588,0,0,116.779
372,1000.0,393.36,5.0,362.41,0.4611,1,1,392.654
302,704.36,27.06,32.27,335.42,0.753,1,0,138.436
397,404.82,264.68,34.36,235.53,0.4857,1,0,197.212
101,764.67,151.33,35.02,596.57,0.2236,0,0,200.601
177,1000.0,336.47,23.72,248.79,0.5668,0,1,223.221
39,249.53,40.88,9.83,327.04,0.7363,0,0,66.299
156,678.79,451.95,11.34,375.83,0.3986,1,1,312.557
141,610.18,299.24,54.53,116.37,0.5961,0,0,38.299
52,1000.0,323.04,5.97,401.8,0.4724,1,0,317.872
202,440.95,290.43,59.91,99.54,0.2841,0,0,43.983
542,1000.0,64.82,11.65,301.71,0.5778,1,1,280.9
